X,Y,Z
-2.359204921648504083e+01,2.392257692060895735e+01,-3.832274025835317843e+01
-2.348539795212576564e+01,2.396226229126756380e+01,-3.931624445017436642e+01
-2.339831581157031337e+01,2.388431312088486180e+01,-4.030939128102715330e+01
-2.317749514995701787e+01,2.387782849226551107e+01,-4.128468415242340228e+01
-2.283940586169375564e+01,2.383715074488247154e+01,-4.222491867318377956e+01
-2.324876816650366962e+01,2.387433291627980481e+01,-4.131330472554426336e+01
-2.277019636013181270e+01,2.376974334553811374e+01,-4.218510174769910748e+01
-2.229257370390164894e+01,2.373740944857970092e+01,-4.306307163178576758e+01
-2.201938747421396059e+01,2.366061956810201039e+01,-4.402196296982426560e+01
-2.249240055382527359e+01,2.372084942364288906e+01,-4.314296866323396529e+01
-2.183835389585974340e+01,2.311101301728130508e+01,-4.359054270926447572e+01
-2.222345934169199921e+01,2.348085318449715331e+01,-4.443606742581869895e+01
-2.198514118406062678e+01,2.333563584420669557e+01,-4.539633633597988904e+01
-2.143706873425991688e+01,2.337466890752502024e+01,-4.623185594061968828e+01
-2.084950049091273527e+01,2.322196924180678224e+01,-4.702649193999264554e+01
-2.135216729326525709e+01,2.341243914636495660e+01,-4.618325573271125251e+01
-2.071164784268279746e+01,2.379358076061845040e+01,-4.684993849333267235e+01
-2.021331816601952625e+01,2.358177420916925371e+01,-4.769065575741132079e+01
-2.060791744095240929e+01,2.422362113702335051e+01,-4.834816920474658275e+01
-2.109563659371394095e+01,2.448075145558905419e+01,-4.751389465323258321e+01
-2.179864467119266180e+01,2.464267579563245647e+01,-4.682139183655875314e+01
-2.188732845731161092e+01,2.490905694786630065e+01,-4.778117111733855182e+01
-2.138373897132487755e+01,2.503705162472837742e+01,-4.863558026540439272e+01
-2.181185804334664624e+01,2.459835121741170383e+01,-4.784548152930148746e+01
-2.228086755897697202e+01,2.412368459974631918e+01,-4.710068513006051205e+01
-2.134818467082201110e+01,2.439266924529765745e+01,-4.686037306086600296e+01
-2.161012897592611992e+01,2.380783688631134964e+01,-4.609267761805938335e+01
-2.179195163342353680e+01,2.376202122510696668e+01,-4.511041418780811085e+01
-2.194697751796843832e+01,2.324157088746808597e+01,-4.595011557590548534e+01
-2.247598210942645736e+01,2.311840866126599181e+01,-4.511048160312133604e+01
-2.179675200734306983e+01,2.337045817626535182e+01,-4.579976928646726009e+01
-2.270971052086886388e+01,2.374090334262935542e+01,-4.597087490092312834e+01
-2.362350749623974977e+01,2.350800476914439940e+01,-4.563810870331329994e+01
-2.266343677730206707e+01,2.355764585910359088e+01,-4.536279074744017947e+01
-2.286675445039866972e+01,2.382793371927641246e+01,-4.630385737443838678e+01
-2.241534468307825634e+01,2.422186176619092635e+01,-4.710451330292568883e+01
-2.323573447038026885e+01,2.375819419676822974e+01,-4.676988966067036557e+01
-2.251018933365171293e+01,2.357226078232372757e+01,-4.610730908446657139e+01
-2.345109686044600394e+01,2.342727645508218615e+01,-4.580124933396648146e+01
-2.434416134214391292e+01,2.307315527213732409e+01,-4.607879936426621725e+01
-2.531509801159192108e+01,2.296581588201642532e+01,-4.586488293373857772e+01
-2.588019564999442679e+01,2.245324803032026040e+01,-4.521840102642832449e+01
-2.634586892726708029e+01,2.235170771775624132e+01,-4.433928899502473087e+01
-2.606028327117613586e+01,2.169379398277799709e+01,-4.364244586320661057e+01
-2.636667465261637489e+01,2.123977371978373441e+01,-4.280579185934971775e+01
-2.604826099941689321e+01,2.076039180228810110e+01,-4.198798642855680896e+01
-2.580074300065936299e+01,2.024270794998480127e+01,-4.116900030574672797e+01
-2.492575711594658827e+01,2.045142119822730109e+01,-4.160585094562433994e+01
-2.579882810285048222e+01,2.024768389190396789e+01,-4.116286317848084053e+01
-2.671643597536400350e+01,1.990290808163959113e+01,-4.096506167960441758e+01
-2.622273749132840592e+01,1.970097441706794683e+01,-4.011919845072304724e+01
-2.580174530486661766e+01,1.960251912976108457e+01,-3.921749332412153422e+01
-2.666575141404572236e+01,1.915864583699423918e+01,-3.945512737738307862e+01
-2.581385748629850951e+01,1.928936016301492629e+01,-3.894798784940248026e+01
-2.588916985821773764e+01,1.849175681809838778e+01,-3.834952569453062665e+01
-2.586754924474131556e+01,1.913190934213177030e+01,-3.911746924391860603e+01
-2.578086286550072970e+01,1.910143587875480975e+01,-4.011323871507344307e+01
-2.567656409450616550e+01,1.947649203686911079e+01,-4.103435469291204640e+01
-2.553155006382307946e+01,1.987676106617669092e+01,-4.193920586027727637e+01
-2.455149177640858227e+01,2.004443829099598418e+01,-4.183257518201317282e+01
-2.474277349111400071e+01,1.932227962739716887e+01,-4.116782096411866831e+01
-2.448558507723879174e+01,1.976453598864093308e+01,-4.202704353755805045e+01
-2.471524174337858426e+01,1.922681531270813693e+01,-4.121580110130859964e+01
-2.461720186218160933e+01,1.981553641888989858e+01,-4.201816986991254765e+01
-2.410192946690161619e+01,2.054480367813507868e+01,-4.156798810300560376e+01
-2.419731672476162743e+01,2.029670024901329484e+01,-4.060396219075222035e+01
-2.424237305545122823e+01,2.005010249642727871e+01,-3.963589221627500336e+01
-2.443160991951577543e+01,1.970491304532425403e+01,-3.871663509657115299e+01
-2.432318863811306286e+01,1.979917988776513482e+01,-3.970626057530299846e+01
-2.404965000322868818e+01,1.883816787270696480e+01,-3.974666505697825869e+01
-2.423598199167052414e+01,1.880304440740849259e+01,-3.876480624214348580e+01
-2.369925765094828307e+01,1.917567587411588548e+01,-3.800779054078995500e+01
-2.355261430654347876e+01,1.949055933997804146e+01,-3.707005703255404683e+01
-2.318215202938886321e+01,1.857970410024286423e+01,-3.688812178733639513e+01
-2.289861571073548419e+01,1.763830610534762400e+01,-3.670542813333680243e+01
-2.326088213917576297e+01,1.739229243695546145e+01,-3.580640627053848135e+01
-2.298274520133329091e+01,1.645207067878874341e+01,-3.560987920045012345e+01
-2.270460825753223943e+01,1.551184892148360461e+01,-3.541335213467275622e+01
-2.256465859760478665e+01,1.586292865344355896e+01,-3.633917993426246795e+01
-2.254336222830255920e+01,1.630284754083928078e+01,-3.723696489580229496e+01
-2.214297040527637606e+01,1.538993663025251912e+01,-3.731621170889555827e+01
-2.192924484494357174e+01,1.509964591520348343e+01,-3.824897785623193869e+01
-2.152996699116562596e+01,1.418515562859474244e+01,-3.831443556151373286e+01
-2.180015290166579689e+01,1.461447633199437490e+01,-3.745264480535557539e+01
-2.210132985515157955e+01,1.512341403038362486e+01,-3.664624858646111250e+01
-2.216814144437413603e+01,1.528019182516405294e+01,-3.566087711609607425e+01
-2.208458598285170282e+01,1.533210069656296959e+01,-3.466572689933487084e+01
-2.171563023177948892e+01,1.514673799673550292e+01,-3.375495122812740334e+01
-2.134493684109464340e+01,1.496391494117320065e+01,-3.284436782148227962e+01
-2.058819539401588017e+01,1.432788413940648731e+01,-3.269334728818583358e+01
-2.032270323399035306e+01,1.429377449252809740e+01,-3.172983784611750835e+01
-2.006826997347283026e+01,1.350132495661540588e+01,-3.117550270473262941e+01
-1.990362575515023025e+01,1.253169491814144543e+01,-3.135636140610457900e+01
-2.069555809624555565e+01,1.217811647487567583e+01,-3.185418210835091557e+01
-2.093214411299773303e+01,1.314934269323658533e+01,-3.182685648949741619e+01
-2.032625197667406169e+01,1.388030975683925838e+01,-3.151287898860087466e+01
-1.934024232619457706e+01,1.381677288024043371e+01,-3.135877501566897507e+01
-1.848079913030295529e+01,1.393997464771301154e+01,-3.086261101301740339e+01
-1.765569645239924057e+01,1.398205933255805178e+01,-3.029919779856675177e+01
-1.687341421241341877e+01,1.411579775476011989e+01,-2.969079946570441564e+01
-1.641600406514104193e+01,1.460819082765917898e+01,-2.895030975008826246e+01
-1.569570965504536098e+01,1.466996001263718696e+01,-2.825939692594032948e+01
-1.555182934133689088e+01,1.560089592879927523e+01,-2.792375310382136533e+01
-1.492471440831574192e+01,1.563901375817712669e+01,-2.714575960007894651e+01
-1.562258538499967031e+01,1.607682463679541485e+01,-2.771259091049299528e+01
-1.487065535577031383e+01,1.582753964552495773e+01,-2.710229735467708068e+01
-1.424534290909076972e+01,1.568152047360757351e+01,-2.633570571275798855e+01
-1.363315695964019625e+01,1.545821523288721089e+01,-2.557717876349242303e+01
-1.330996743772444368e+01,1.503901162395954749e+01,-2.472875854497691961e+01
-1.286554252110618002e+01,1.500804312098659032e+01,-2.383347789327463317e+01
-1.192491324671877173e+01,1.503376400341345409e+01,-2.349501814031631852e+01
-1.267218304064972223e+01,1.514068061737409110e+01,-2.283915482167622457e+01
-1.171567068496305097e+01,1.539754566282203996e+01,-2.297737371273590412e+01
-1.126992883960979874e+01,1.476053878357418903e+01,-2.234845683182714637e+01
-1.045463018455860649e+01,1.465606891682587865e+01,-2.291799537311589674e+01
-1.018828900611160471e+01,1.505204674221288208e+01,-2.203920988252945534e+01
-1.111697975272881500e+01,1.471046662103542957e+01,-2.218362774141115068e+01
-1.044480558158015171e+01,1.465790988382479121e+01,-2.292215307815620307e+01
-1.096598165218995113e+01,1.549360465832794276e+01,-2.274897759694749411e+01
-1.154334507646388985e+01,1.519952021407490506e+01,-2.351066376326473772e+01
-1.235201832252744047e+01,1.496162707863044616e+01,-2.404867346318607702e+01
-1.314687001826564483e+01,1.477834447494901404e+01,-2.462713544894647200e+01
-1.301189955105167506e+01,1.477623372563000359e+01,-2.561798282251990244e+01
-1.216556773183409135e+01,1.518085759900580101e+01,-2.527156981341916264e+01
-1.168279988257136282e+01,1.555844325055327459e+01,-2.606173706119884770e+01
-1.259445541701767546e+01,1.528816868190211764e+01,-2.575216341236250628e+01
-1.174134663929564937e+01,1.566632634845316119e+01,-2.611161047745319763e+01
-1.147862773608275155e+01,1.587409534577740722e+01,-2.705384761408362237e+01
-1.115350611443672335e+01,1.544924902259860211e+01,-2.620897985353187920e+01
-1.204645038078892938e+01,1.510434380904188956e+01,-2.649827370215318467e+01
-1.282780732771220045e+01,1.468425115048496465e+01,-2.603675070194481833e+01
-1.373423898067194138e+01,1.451116853553844344e+01,-2.565149226022555951e+01
-1.361232498238443789e+01,1.453957939869728477e+01,-2.465935829755915876e+01
-1.392345934723780587e+01,1.411411037245202849e+01,-2.380955154616610159e+01
-1.391834590651842873e+01,1.398710507849586726e+01,-2.281766268745705517e+01
-1.482581467929157704e+01,1.368839552108970992e+01,-2.311308277268454958e+01
-1.400299518070857019e+01,1.384173318283166587e+01,-2.366030816888169852e+01
-1.384348273899118986e+01,1.371922892878331623e+01,-2.463987362798967951e+01
-1.477286024221517025e+01,1.343685188129720842e+01,-2.440213288778262779e+01
-1.437554848691269704e+01,1.360522676123595609e+01,-2.350002797763963613e+01
-1.485854320417091401e+01,1.335611574161652015e+01,-2.433946815001931796e+01
-1.389921759557163661e+01,1.346870532694140365e+01,-2.459834642636170088e+01
-1.437774668620838625e+01,1.322443064552196645e+01,-2.544175604773900545e+01
-1.485627687775157746e+01,1.298015605608242851e+01,-2.628516507112907519e+01
-1.533480706929473136e+01,1.273588146664289411e+01,-2.712857409451916979e+01
-1.476299486789842952e+01,1.309429989231697000e+01,-2.786652195072016625e+01
-1.523788305172441326e+01,1.285322769291860290e+01,-2.871290567429931428e+01
-1.571277120730601062e+01,1.261215549070590214e+01,-2.955928941292420120e+01
-1.618756106352837421e+01,1.237108726723698204e+01,-3.040572943091832769e+01
-1.619823072995098556e+01,1.215892159514534043e+01,-3.138290489407954809e+01
-1.666596070231208770e+01,1.191901878539344928e+01,-3.223359597480641270e+01
-1.641357444501604590e+01,1.195678227100581914e+01,-3.320048536676524265e+01
-1.594874394210855506e+01,1.219573692820706690e+01,-3.234794019179290103e+01
-1.649145057539650594e+01,1.222277266032653564e+01,-3.150845309875689892e+01
-1.707618704013423994e+01,1.242275471326753156e+01,-3.072226581489411856e+01
-1.610204121372391839e+01,1.263838155327650092e+01,-3.065484938696215522e+01
-1.512789540972700664e+01,1.285400846252307083e+01,-3.058743285661546096e+01
-1.588406395004477289e+01,1.315420887307710984e+01,-3.000597877232599942e+01
-1.677224714091047275e+01,1.292065833992105617e+01,-2.961027083972146556e+01
-1.636390022300220082e+01,1.358843440393747493e+01,-3.023262758866982125e+01
-1.617357125559184894e+01,1.344083398054106659e+01,-2.926206641121745378e+01
-1.598324228818149706e+01,1.329323355714465826e+01,-2.829150523376508630e+01
-1.525100381436057440e+01,1.268968738977771693e+01,-2.797597577188697571e+01
-1.575870906572010632e+01,1.337383728896050705e+01,-2.849959232356400562e+01
-1.562915554491840453e+01,1.311273982483252887e+01,-2.945617164566638024e+01
-1.490775294322362043e+01,1.378828856525325008e+01,-2.930381618766114471e+01
-1.520375048754690006e+01,1.463591368253771741e+01,-2.974417639737938401e+01
-1.555668828353820210e+01,1.419987474312425668e+01,-3.057200787508242712e+01
-1.523542765261427689e+01,1.469785395501756753e+01,-2.976652149311157203e+01
-1.485340933296388499e+01,1.390152299968687188e+01,-2.929756625747217313e+01
-1.486333228642345539e+01,1.291212480528174922e+01,-2.944245500065997234e+01
-1.518533452203987544e+01,1.310841734826756877e+01,-3.036862118327851334e+01
-1.494435327539997616e+01,1.407892175621572228e+01,-3.037563780077553588e+01
-1.517898690278423501e+01,1.311651061656207595e+01,-3.023884650291237008e+01
-1.533923372709154620e+01,1.218535965344536187e+01,-2.991131201742076229e+01
-1.531996099106310361e+01,1.119746785483561347e+01,-2.975736931416533437e+01
-1.506903382312399131e+01,1.026187845338133187e+01,-2.950895830741143300e+01
-1.459523174261635958e+01,1.012727666274297000e+01,-2.863867447643236730e+01
-1.466686493681592118e+01,9.379743982795679003e+00,-2.929902557842252264e+01
-1.403470741917505116e+01,8.703916436939833190e+00,-2.892003481184290692e+01
-1.454727874562458645e+01,9.239463722044460425e+00,-2.959119778811531631e+01
-1.508226800913573129e+01,9.947774881208557574e+00,-3.005172117485199834e+01
-1.551206697419895875e+01,1.085069134323423512e+01,-3.005555682781139737e+01
-1.502433350834584047e+01,1.000262636470669264e+01,-3.026268446595270944e+01
-1.581584424092574359e+01,1.049127190085805061e+01,-3.062974890199927813e+01
-1.680473549833647695e+01,1.063900539354416885e+01,-3.064614695540169365e+01
-1.729002046534280623e+01,1.023011448296942305e+01,-3.141900316715588559e+01
-1.809652504954692276e+01,1.064730738438223234e+01,-3.100007544228139267e+01
-1.873605742054889944e+01,1.108247668337426717e+01,-3.036633572626590905e+01
-1.857648697106181146e+01,1.077450341789886501e+01,-3.130425349419811454e+01
-1.765882447938197686e+01,1.074412218033042166e+01,-3.090805590237330946e+01
-1.809602642242350257e+01,1.042155914144207607e+01,-3.174758407161115770e+01
-1.799647595558495539e+01,1.090615394273834937e+01,-3.087852850197888444e+01
-1.800950137374050897e+01,1.055369050754419291e+01,-3.181426343524419309e+01
-1.766040954692947906e+01,1.017083738885500210e+01,-3.266957529998343546e+01
-1.746738685164839922e+01,9.450936326926649755e+00,-3.333627215773880437e+01
-1.718715756992883925e+01,8.586615004961705822e+00,-3.375390860497938661e+01
-1.761265453478188903e+01,7.829904040437475565e+00,-3.425023596577030105e+01
-1.788339451286292814e+01,7.387041286656623740e+00,-3.510497127309201204e+01
-1.818650206652663925e+01,7.761911842950076412e+00,-3.422884464015801598e+01
-1.832744329204106393e+01,6.945312140578127291e+00,-3.478857716291916802e+01
-1.892841235926947263e+01,6.600781604815075809e+00,-3.550978094144605279e+01
-1.895060356007095237e+01,5.727572087105049725e+00,-3.599662043120385135e+01
-1.894701719357864533e+01,4.836452518993993088e+00,-3.645037482876377766e+01
-1.900953835457764995e+01,4.015064575091924048e+00,-3.701730776134019152e+01
-1.892866972506916312e+01,4.357049537231475256e+00,-3.608108847589908663e+01
-1.942861009858047083e+01,3.843845171121924142e+00,-3.677871366290102628e+01
-1.941690019622668117e+01,3.090327716584392981e+00,-3.743603726957750411e+01
-1.919968176755851985e+01,2.471856254182399404e+00,-3.819122546098498105e+01
-1.948575716819721393e+01,2.910875473338692121e+00,-3.733950779041519041e+01
-1.974897968876478771e+01,3.854593805254340921e+00,-3.713923394121761135e+01
-1.938640035935035044e+01,3.090617264517427465e+00,-3.767297177488228499e+01
-1.915975160096699881e+01,4.053572900158971315e+00,-3.781907716187910040e+01
-1.916699526641648532e+01,3.913776447674018222e+00,-3.880923092831313426e+01
-1.956392304688997186e+01,4.671432489313859904e+00,-3.932730974437787808e+01
-1.958517794739723428e+01,5.582929679158673331e+00,-3.973806648760852056e+01
-2.021361574590759957e+01,6.360566821571729257e+00,-3.975667853056772572e+01
-2.076125710953699155e+01,7.106552389486366472e+00,-3.937773992168069981e+01
-2.098599822601356024e+01,7.871898325302918664e+00,-3.998084607244850730e+01
-2.057119743290472869e+01,7.350166727176431714e+00,-4.072632339708869154e+01
-2.031444294554115260e+01,7.208495547742746368e+00,-3.977028657241270082e+01
-2.014509273021909408e+01,7.123483331372534089e+00,-3.878840397880070867e+01
-2.043152621866287078e+01,7.386945871642895511e+00,-3.786723985304882234e+01
-2.091477457170482168e+01,7.910450758249095493e+00,-3.856896178015504972e+01
-2.029685489460238301e+01,7.306993963986803564e+00,-3.806496260346097671e+01
-2.123992805733816525e+01,7.334107052290506523e+00,-3.839644094388486906e+01
-2.153201941653130191e+01,7.499690908485137975e+00,-3.745449369246765770e+01
-2.210277362898783693e+01,6.680217833827836849e+00,-3.740249841503935357e+01
-2.277819558455228588e+01,5.999882171362910022e+00,-3.711798379622351973e+01
-2.194145185807819942e+01,6.311981329466297197e+00,-3.756793273967981150e+01
-2.190134882459341270e+01,5.398559222150105974e+00,-3.716289965390610206e+01
-2.164047624218117960e+01,4.578992618082023291e+00,-3.665274665995047343e+01
-2.238336755305862980e+01,4.242791837298103275e+00,-3.723160893650948822e+01
-2.308141698573129119e+01,4.022750893299408936e+00,-3.791301114703537678e+01
-2.389446150459624363e+01,3.718050465525323034e+00,-3.741691008912684424e+01
-2.396991432308751513e+01,2.760153643894292408e+00,-3.713988923920593521e+01
-2.329869082573886274e+01,2.066066786025592350e+00,-3.740008618450125510e+01
-2.411871343719257865e+01,2.493205119967390804e+00,-3.701914555870496315e+01
-2.377352879604057279e+01,2.516346448736931141e+00,-3.795739501509466152e+01
-2.446757591564827194e+01,3.101380512323170358e+00,-3.753783126522100133e+01
-2.526854618800357244e+01,3.607254178531288602e+00,-3.721761499979988486e+01
-2.609169010647823228e+01,4.064940195567646519e+00,-3.688152334669378263e+01
-2.686091216651314539e+01,4.602179699573603955e+00,-3.653558818269466713e+01
-2.653920476167051135e+01,4.191827279622687641e+00,-3.738888487031854169e+01
-2.609927928530501973e+01,4.512877798411559560e+00,-3.655020010258395757e+01
-2.678356225315622652e+01,5.138507089504084746e+00,-3.617557387547775960e+01
-2.730856611384607291e+01,5.845954961752060086e+00,-3.570240534914428565e+01
-2.671784446056549100e+01,5.336710013002332609e+00,-3.632827874729950679e+01
-2.736565206392994298e+01,5.940323428355181790e+00,-3.586352488359389667e+01
-2.794766134729884044e+01,6.611118071201253166e+00,-3.540385136771392638e+01
-2.864160902643213191e+01,7.261364552601475175e+00,-3.509463278474684955e+01
-2.935684726873799022e+01,7.916694264416274329e+00,-3.485178051369308605e+01
-3.008639605200320588e+01,8.581447854246130547e+00,-3.469096621817003978e+01
-3.081647115881818877e+01,9.142612764932906089e+00,-3.430098637071249357e+01
-3.153574378620564644e+01,9.750253582307532696e+00,-3.396420821739572204e+01
-3.085998384308085463e+01,9.199316608581646904e+00,-3.445391930594667684e+01
-3.152815006767857042e+01,9.839178699032293807e+00,-3.407427420653015560e+01
-3.206063886873864277e+01,1.057090406386567238e+01,-3.364879369322186875e+01
-3.225289910584524478e+01,1.131881641645832204e+01,-3.301344881516974539e+01
-3.233087893598415974e+01,1.221507584719380901e+01,-3.257682749307332415e+01
-3.187509703106390546e+01,1.245494301958538053e+01,-3.171966555110660124e+01
-3.140560687481765711e+01,1.260057154788173506e+01,-3.084882037259658816e+01
-3.130073205436473316e+01,1.316780782675249206e+01,-3.003197015623629795e+01
-3.119387887435128448e+01,1.239035390871511844e+01,-3.065176673838996990e+01
-3.131208521390787425e+01,1.307877799701284793e+01,-2.993615543611750240e+01
-3.118422403942896537e+01,1.371676344112974455e+01,-2.917679643461961447e+01
-3.050402183632159847e+01,1.308579652483235378e+01,-2.880369361578001985e+01
-3.020385936247522451e+01,1.283281279722109147e+01,-2.788396445844164617e+01
-2.983318584374227811e+01,1.211488656144361009e+01,-2.729474203652228326e+01
-2.951295124098708911e+01,1.123086632955101649e+01,-2.763526814242726459e+01
-2.981936581697939914e+01,1.198924146355921572e+01,-2.821057437717316319e+01
-2.963171914760822645e+01,1.102029330045778188e+01,-2.837159668834859261e+01
-2.952774710086208998e+01,1.003437982464376255e+01,-2.850260978579977689e+01
-2.913214557586773523e+01,9.227466656740608286e+00,-2.806398628792643990e+01
-2.947351471657518474e+01,1.016560583380298333e+01,-2.812196899425682517e+01
-2.919679611483740800e+01,9.227005287353987839e+00,-2.791592086964040931e+01
-2.880288179576439234e+01,8.311958502489217082e+00,-2.782919780040333535e+01
-2.938541202126839735e+01,9.121699061028039068e+00,-2.789975815918570490e+01
-2.901671720431061985e+01,8.194029245597208799e+00,-2.795885845941346304e+01
-2.873921362444708194e+01,7.258324954753997638e+00,-2.817668693152062431e+01
-2.884508863009893531e+01,6.293112037004307879e+00,-2.793761684433412285e+01
-2.836766098800265823e+01,5.526654233855185616e+00,-2.750795967570520872e+01
-2.889346529982357126e+01,6.331989406700048839e+00,-2.778175720135048010e+01
-2.930530407420151207e+01,6.651029056717408849e+00,-2.692817502860101087e+01
-2.913964488679503972e+01,5.679083938270505172e+00,-2.676120281428057623e+01
-2.945189581175226934e+01,4.738722884575474303e+00,-2.662621967252968602e+01
-2.979948190915316175e+01,3.804582616594967437e+00,-2.654518964950772641e+01
-3.028071530736841765e+01,2.977810280624764605e+00,-2.683650034432787379e+01
-3.069618087357300240e+01,2.262751168705924520e+00,-2.739870922878290571e+01
-3.075985741538843143e+01,1.443803857395346446e+00,-2.796903422325503286e+01
-3.121865480119287639e+01,1.371911674162962225e+00,-2.708340649516093634e+01
